MainCategory,Subcategory,Part Number,UPC/EAN,Description,SAP Part Description,MRP
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Defender Case for Apple iPhone 12 (5.4"") - Black",NA,"1,690"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Defender Case for iPhone 12/12 Pro (6.1"")",NA,"1,690"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Defender Case iPhone 12 PRO Max (6.7"") - Black",NA,"1,790"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Amaze Pro Case for Apple iPhone 12 (5.4"") - Black",NA,"1,690"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Amaze Pro Case for iPhone 12/12 Pro (6.1"")",NA,"1,690"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Amaze Pro Case  iPhone 12 PRO Max (6.7"") - Black",NA,"1,790"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Dazzle Xtreme Case for iPhone 12/12 Pro (6.1"")",NA,"1,690"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Monde Case for Apple iPhone 12 (5.4"") - Black",NA,"1,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Monde Case for iPhone 12/12 PRO (6.1"")",NA,"1,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Monde Case for Apple iPhone 12 PRO Max (6.7"") - Black",NA,"1,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Monde Case iPhone 12/12 PRO (6.1"") - White",NA,"1,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Defender Case for Apple iPhone 12 (5.4"") - Blue",NA,"1,690"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Defender Case for iPhone 12/12 Pro (6.1"")",NA,"1,690"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Defender Case  iPhone 12 PRO Max (6.7"") - Blue",NA,"1,790"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Amaze Pro Case for Apple iPhone 12 (5.4"") - Blue",NA,"1,690"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Amaze Pro Case iPhone 12 PRO Max (6.7"") - Blue",NA,"1,790"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"""Gripp Table Top Pivot Stand(aluminium) - White/Silver""",NA,"3,690"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Rhino Case for iPad Air Air 10.9""",NA,"3,290"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Rhino Case for iPad Air 10.9""",NA,"3,290"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Rhino Case for Apple iPad Air 10.9""",NA,"3,190"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Armor Case for Apple iPad Air 10.9""",NA,"3,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Clear Case for iPhone 11(6.1"")-TPT",NA,"1,490"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp LECON 13.3""  Laptop/Macbook Bag - Black",NA,"3,290"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp LECON 13.3""  Laptop/Macbook Bag - Grey",NA,"3,290"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Hugo 13.3"" Laptop/Macbook Bag - Black",NA,"3,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,Gripp Magic Mobile Stand- White/Grey,NA,"1,690"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,Powerup  18W USB Type-C Ultra Smart Wall Charger  - White,NA,"1,890"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Defender Case for Apple iPhone 12/12 Pro (6.1"") - Red",NA,"1,690"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Carbon Case for Apple iPhone 12 (5.4"") - Black",NA,"1,690"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Carbon Case for Apple iPhone 12/12 Pro (6.1"") - Black",NA,"1,690"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Carbon Case for Apple iPhone 12 PRO Max (6.7"") - Black",NA,"1,790"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,PowerUp  20W USB Type-C Ultra Smart Wall Charger  - White,NA,"1,790"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Defender Case iPhone 11 (6.1"") - Black",NA,"1,690"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Rhino Case for Apple iPad  Pro 12.9"" 2020-Black",NA,"3,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Rhino Case for Apple iPad Air  10.9""-SKY Blue",NA,"3,290"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,Gripp 42/44mm Watch Strap Twin Set-Steel Gold/ Silicon Beige,NA,"3,490"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,Gripp 42/44mm Watch Strap Twin Set-Steel Black/Silicon Black,NA,"3,490"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,Gripp 42/44mm Watch Strap Twin Set-Steel Black/ Silicon Grey,NA,"3,490"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,Gripp 42/44mm Watch Strap Twin Set-Steel Black/ Silicon Blue,NA,"3,490"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,Gripp 42/44mm Watch strap twin set-Steel Silver/Silicon Grey,NA,"3,490"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Rhino Case for Apple iPad  10.2""-Sky Blue",NA,"2,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Monde Case iPhone 12/12 PRO (6.1"") - Blue",NA,"1,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Bolt Case iPhone 12/12 Pro (6.1"") - Black",NA,"1,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Bolt Case for iPhone 12/12 Pro (6.1"") - Blue",NA,"1,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,"Gripp Bolt Case for Apple iPhone 11 (6.1"") - Black",NA,"1,790"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,Apple Watch Strap 42MM,NA,"3,495"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,Apple Watch Strap 42MM - Havana Grey Silver Buckle,NA,"3,495"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,Apple Watch Strap 42MM,NA,"3,495"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,Apple Watch Strap 42MM - Havana Red Black Buckle,NA,"3,495"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,Apple Watch Strap 42MM - Havana Green Black Buckle,NA,"3,495"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,Genuine Leather Leather Desk Mat,NA,"2,995"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,Genuine Leather Leather Desk Mat,NA,"2,995"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,Canvas and Vegan leather laptop sleeve bag,NA,"3,495"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,Veegan Leather Sleeve Bag,NA,"4,495"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,Vintage Canvas and Vegan Leather Office bag,NA,"5,995"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.90E+12,Vegan Leather office bag,NA,"5,995"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"BMW® ImprintLogo GenuineLeather iPhone 11Pro 5.8"" - Black",NA,"3,599"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Premium Drop Test Case,Raised Edge,""iPhone 11 6.1-Green",NA,"1,399"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,VAKU Tuxedo Leather case for Apple iPhone 11 - Forest Green,NA,"2,199"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"VAKU Glassy Anti Yellow  iPhone 12 Mini (5.4"") - Clear",NA,"1,799"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"VAKU Glassy Anti Yellow iPhone 12 | 12 Pro (6.1"") - Clear",NA,"1,799"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"VAKU Glassy  Transparent  iPhone 12 Pro Max (6.7"") - Clear",NA,"1,799"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"VAKU Liquid Silicon Velvet   iPhone 12 Mini (5.4"") - Black",NA,"1,799"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"VAKU Liquid Silicon Proective Case 12|12 Pro(6.1"")-Black",NA,"1,799"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"VAKU Liquid Silicon  T iPhone 12 Pro Max (6.7"") - Black",NA,"1,799"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"VAKU Liquid SiliconcCase for 12 Mini (5.4"")-Midnight Blue",NA,"1,799"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,VAKU Liquid Silicon Case for iPhone 12 Pro-Midnight Blue,NA,"1,799"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,VAKU Liquid Silicon Case for iPhone 12 Pro Max-Midnight Blue,NA,"1,799"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,VAKU Madrid Armor proective Case for iPhone 12mini- Green,NA,"1,799"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"VAKU Hybrid Shock Proof Case for iPhone 12Pro (6.1"")-Black",NA,"1,899"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"VAKU Hybrid Shock Proof Case for iPhone 12 Max(6.1"")-Blue",NA,"1,899"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"BMW  SHINY HARD CASE  iPhone 12 Max | 12 Pro (6.1"") - BLACK",NA,"2,999"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,VAKU® Magnus 10000mAh Dual USB Power Bank - Blue,NA,"3,999"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,VAKU Madrid Armor proective Case for iPhone 12|12Pro- Red,NA,"1,799"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,VAKU Liquid Silicon Velvet Touch iPhone 12Pro Max - Red,NA,"1,799"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Mutural MagSafe Magnetic Wireless Charger 15W - Black,NA,"4,499"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Vaku Mag-Pro Liquid Silicon case-12|12Pro(6.1"")-Blk",NA,"2,199"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Vaku Mag-Pro Liquid Silicon case-12 ProMax (6.7"")-Black",NA,"2,199"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Vaku Mag-Pro Liquid Silicon case-12|12 Pro(6.1"")-Blue",NA,"2,199"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Vaku Mag-Pro Liquid Silicon case-12 ProMax (6.7"")-Blue",NA,"2,199"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Vaku® 20W PD Fast Charging Adapter - White,NA,"1,699"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Vaku Braided Solo Loop M-size  42mm|44mm -Black,NA,"2,199"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Vaku Braided Solo Loop-Msize 42mm|44mm -Blue,NA,"2,199"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Vaku Braided Solo Loop M-size-42mm|44mm-Red,NA,"2,199"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Vaku MAG-PRO CLEAR Case-12mini (5.4"")",NA,"1,699"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Vaku MAG-PRO CLEAR Case-12|12 Pro (6.1"")",NA,"1,699"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Vaku MAG-PRO CLEAR case-12 Pro Max (6.7"")",NA,"1,699"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Vaku Braided Solo Loop M-size-42mm|44mm - Inverness Green,NA,"2,199"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Vaku Luxos 45W fast car charger PD+QC Charger- Grey,NA,"1,999"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Neopack Leather 14.1"" & 15.4"" Macbooks",NA,"2,799"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Fits 13.3 Inch Laptops & Macbooks Grey,NA,"2,499"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Fits 13.3 Inch Laptops & Macbooks Scarlet Red,NA,"2,499"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,NEWPACK SLEEVE 15' BLUE,NA,"2,499"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+13,Neopack  Keyboard folio case ipad pro 9.7 BK,NA,"5,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Ipad pro cover 10.5 with stylus pen groove B.BLK,NA,"3,499"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,IPad Cover 12.9 with stylus pen groove B.Black,NA,"3,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Folio Case for New iPad Pro / Air 10.5"" (2019)",NA,"2,499"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"New I pad pro11"" 2018 ultra slim case -BLK",NA,"2,499"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"I pad pro11"" 2018 ultra slimcasewith charging case",NA,"2,499"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,NEW PACK DELTA CASE FOR IPAD 12.9INCH-TAN,NA,"2,999"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Leather Strap for Apple Watch 42 & 44mm-Brown,NA,"2,499"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Neopack detachable keyboard filo case ipad 11'inch,NA,"5,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"New I pad pro11"" 2018 ultra slim case with wireles",NA,"2,499"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Detachable  slick designe bag fits 13 -inch,NA,"5,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Detachable slick designe bag fits13 inch mac-Tan,NA,"5,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"iShield Hard Shell Case For Macbook Air 13"" (M1 Series)",NA,"2,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"iShield Hard Sheel Case For New Macbook Pro 13""",NA,"2,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Neopack Delta Case for New iPad mini 4/5,NA,"1,999"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Bumper Sleeves for Macbook Air 13.3"" -Stone Grey",NA,"2,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Bumper Sleeves for Macbook Air 13.3""-Midnight Blue",NA,"2,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Delta Case for New iPad 10.2"" -BLK",NA,"2,199"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Delta Case for New iPad 10.2"" -Navy Blue ",NA,"1,999"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Neopack delta case for new I PAD 10.2-RED,NA,"1,999"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Swivo Rotaty Case for iPad 10.2"" (2019)",NA,"2,499"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Keyboard Folio Case for iPad 10.2"" (2019)",NA,"5,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Delta Case with Pencil Holder for New iPad Pro 11""2020",NA,"2,499"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Delta Case with Apple Pencil Holder for New iPad Pro 11""2020",NA,"2,499"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Delta Case with Pencil Holder for New iPad Pro12.9""-2020",NA,"2,999"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Infinity BackPack for 15"" Laptops & Macbooks",NA,"3,999"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Delta Case For iPad Air 10.9 & Pro 11"" 2020",NA,"2,499"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Delta Case For iPad Air 10.9 & Pro 11"" 2020",NA,"2,499"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,NEOPACK Silicon Keyboard Guard for New Macbook Pro (2020),NA,799
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,NEOPACK Silicon Keyboard Guard for New Macbook Air 2020-CLR,NA,799
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Neopack Foldable Laptop Riser,NA,"1,999"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Neopack Defender Case for iPad 10.2"" 7th & 8th Gen",NA,"2,499"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"NEOPACK  iPad Air 10.9"" & 11 PRO (2020)-Black",NA,"2,999"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"NEOPACK 13.3"" Macbooks Stanley Sleeve-Black",NA,"1,999"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"NEOPACK 13.3"" Macbooks Stanley Sleeve-RED",NA,"1,999"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"NEOPACK BLUETOOTH KEYBOARD FOLIO iPad 10.2""(2020)-Black",NA,"5,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Neopack Delta Case with Apple Pencil Holder iPad Pro 12.9""",NA,"2,999"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Neopack Defender Case for New iPad Pro 12.9"" - 5th Gen",NA,"3,499"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,PowerUp RubTough 1.5M Lightining Cable - Black,NA,"1,490"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,POWERUP SmartDrive 4.8A Car Charger 24w,NA,"1,690"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,POWERUP FastDrive 3.4A Car Charger 17w,NA,"1,190"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,PowerUP TravelWorld 2.1 World Travel Adapter BLK,NA,"1,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,PowerUp DUO USB Ultra Smart Wall Charger 3.4A-whit,NA,"1,290"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Gripp Macbook Pro Hardshel 13"" TB - FROST",NA,"3,690"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Gripp Grace 13.3'' Sleeve For Macbook Black/Blue,NA,"3,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Gripp Macbook Pro (2016) touch Bar Keyboard Cover,NA,"1,190"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Gripp Macbook Air/Pro Retina Keyboard Cover 13""-Bl",NA,990
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Powerup Pack(P bank 6k,mfi cable1.5,wall charge,c",NA,"6,460"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Powerup USB-C TO USB-C Charging & SYNC Cable,NA,"1,290"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,LAPTOP BAG OLD MACBOOK PRO Charcol,NA,"8,999"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,LAPTOP BAG NEW MACBOOK PRO 13'' + AIR Charcol,NA,"7,999"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,LAPTOP BAG NEW MACBOOK PRO 13'' + AIR Brown,NA,"7,999"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,LAPTOP BAG NEW MACBOOK PRO 13'' + AIR Green,NA,"7,999"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,LAPTOP BAG NEW MACBOOK PRO 13'' + AIR Black,NA,"7,999"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Pebble ATOM Power Bank 10000 Mah Black,NA,"4,000"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Pebble MFI Lightning cable,NA,"1,499"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Pebble Power Bank 10000 mAh(Polymer Battery,Type-C input)",NA,"4,000"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Pebble Flash Powerbank 10k mAh with QC/PD  C-to-C Cable-WHT,NA,"4,000"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,Pebble Flash Powerbank 10k mAh with QC/PD  C-to-C Cable-BLK,NA,"4,000"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Quick Brown Fox 17"" laptop sleeve",NA,"3,500"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Quick Brown Fox , Leather FLAPOVER LAPTOP MESSENGER",NA,"9,995"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Quick Brown Fox , Leather FLAPOVER LAPTOP BACKPACK",NA,"9,500"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"Quick Brown Fox 13"" Laptop Sleeve-Green",NA,"4,200"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,QBF  Genuine Leather 11 inch Genuine  Tablet and iPad  Tan,NA,"6,000"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"QBF  Genuine Leather 13"" Laptop Briefcase for Men Tan",NA,"8,800"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"QBF Genuine Leather 15"" Laptop Flapover Messenger Bag  Blue",NA,"9,900"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,8.91E+12,"QBF Genuine Leather 13"" Laptop Messenger Bag for Men Blue",NA,"8,800"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,914-000035,Logitech Pencil Crayon,NA,"7,495"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,920-004730,LOGITECH ULTRATHIN KB COVER WHITE,NA,"6,599"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,920-008101,LOG IPAD CREATE 9.7 INCH KBD FOLIO-BLK,NA,"9,995"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,920-009469,Logitech KB Folio for iPad 7th gen,NA,"7,995"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,9.35E+12,ALOGIC USB-Cto HDMI ADAPTER 4K2K SUPPORT USB-C CHARGING,NA,"2,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,9.35E+12,ALOGIC USB-C  SUPER DOCK WITH POWER DELIVERY - SPACE GREY,NA,"9,490"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,9.35E+12,ALOGIC 2 PORT USB-C & USB-A MINI WALL CHARGER-WHITE,NA,"1,790"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,9.35E+12,ALOGIC 2PORT USB-C&USB-A MINI Wall Charger 3A+2.4A-17W-BK,NA,"1,490"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,9.35E+12,ALOGIC 10cm USB-C to 3.5mm USB-C Charging Adapter Ultra,NA,"3,490"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,9.35E+12,ALOGIC Super Ultra Series USB 3.1  USB-C (M) to USB-A (F),NA,"1,190"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,9.35E+12,USB-C Fusion SWIFT 4-in-1 Hub - Space Grey,NA,"2,490"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,9.35E+12,USB-C Fusion MAX 6-in-1 Hub - Space Grey,NA,"6,990"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,AE/ PB/ 20 W/ WHT,GREEN ZEBRA POWER BANK 20W/10000MAH,NA,"4,999"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,AE/MULTI/15W/20W/ADAP,15W Multi Wireless charger & 20W adaptor combo,NA,"8,600"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,AE/MULTI/TG/15W/BLK,15W Multi Wireless charger-Black.,NA,"7,999"
NON APPLE ACCESSORIES,NON APPLE ACCESSORIES,NA,AE/TG/WB/10W/WHT,TECHNO GEAR WIRELESS CHARGER 10W -WHT,NA,"4,999"
